0,0.00481,0.02641,1
0,0.00434,0.02641,1
0,0.00386,0.02641,1
0,0.00338,0.02641,1
0,0.00289,0.02641,1
0,0.00246,0.02642,1
0,0.0021,0.02643,1
0,0.00172,0.02644,1
0,0.00133,0.02644,1
0,0.00093,0.02645,1
0,0.00053,0.02645,1
0,0.00013,0.02645,1
0,-0.00027,0.02645,1
0,-0.00067,0.02644,1
0,-0.00107,0.02644,1
0,-0.00145,0.02643,1
0,-0.00182,0.02642,1
0,-0.00222,0.02641,1
0,-0.00271,0.02641,1
0,-0.0032,0.02641,1
0,-0.00368,0.02641,1
0,-0.00415,0.02641,1
0,-0.00462,0.02641,1
0,-0.00508,0.0264,1
0,-0.00554,0.0264,1
0,-0.00599,0.0264,1
0,-0.00643,0.02639,1
0,-0.00687,0.02639,1
0,-0.00731,0.02639,1
0,-0.00774,0.02638,1
0,-0.00816,0.02638,1
0,-0.00857,0.02637,1
0,-0.00898,0.02637,1
0,-0.00939,0.02636,1
0,-0.00979,0.02636,1
0,-0.01018,0.02635,1
0,-0.01057,0.02634,1
0,-0.01095,0.02634,1
0,-0.01132,0.02633,1
0,-0.01169,0.02632,1
0,-0.01206,0.02631,1
0,-0.01242,0.0263,1
0,-0.01277,0.02629,1
0,-0.01312,0.02628,1
0,-0.01346,0.02627,1
0,-0.01379,0.02626,1
0,-0.01412,0.02624,1
0,-0.01444,0.02623,1
0,-0.01476,0.02622,1
0,-0.01507,0.0262,1
0,-0.01538,0.02619,1
0,-0.01568,0.02617,1
0,-0.01597,0.02615,1
0,-0.01626,0.02613,1
0,-0.01654,0.02611,1
0,-0.01682,0.02609,1
0,-0.01709,0.02607,1
0,-0.01736,0.02605,1
0,-0.01762,0.02603,1
0,-0.01787,0.026,1
0,-0.01812,0.02597,1
0,-0.01836,0.02595,1
0,-0.0186,0.02592,1
0,-0.01883,0.02589,1
0,-0.01905,0.02585,1
0,-0.01927,0.02582,1
0,-0.01949,0.02579,1
0,-0.01969,0.02575,1
0,-0.01989,0.02571,1
0,-0.02009,0.02568,1
0,-0.02028,0.02564,1
0,-0.02046,0.0256,1
0,-0.02064,0.02556,1
0,-0.02081,0.02552,1
0,-0.02098,0.02548,1
0,-0.02114,0.02545,1
0,-0.0213,0.02541,1
0,-0.02145,0.02538,1
0,-0.0216,0.02536,1
0,-0.02174,0.02534,1
0,-0.02189,0.02535,1
0,-0.02206,0.02536,1
0,-0.02222,0.02536,1
0,-0.02238,0.02536,1
0,-0.02252,0.02535,1
0,-0.02266,0.02533,1
0,-0.02279,0.02531,1
0,-0.02292,0.02529,1
0,-0.02304,0.02527,1
0,-0.02315,0.02524,1
0,-0.02327,0.02521,1
0,-0.02337,0.02518,1
0,-0.02347,0.02515,1
0,-0.02357,0.02512,1
0,-0.02366,0.02508,1
0,-0.02375,0.02504,1
0,-0.02383,0.025,1
0,-0.02391,0.02496,1
0,-0.02399,0.02492,1
0,-0.02406,0.02488,1
0,-0.02414,0.02483,1
0,-0.0242,0.02478,1
0,-0.02427,0.02474,1
0,-0.02433,0.02469,1
0,-0.02439,0.02464,1
0,-0.02445,0.02458,1
0,-0.0245,0.02453,1
0,-0.02455,0.02448,1
0,-0.0246,0.02442,1
0,-0.02465,0.02436,1
0,-0.0247,0.0243,1
0,-0.02474,0.02424,1
0,-0.02478,0.02418,1
0,-0.02482,0.02412,1
0,-0.02486,0.02406,1
0,-0.0249,0.02399,1
0,-0.02493,0.02392,1
0,-0.02497,0.02386,1
0,-0.025,0.02379,1
0,-0.02503,0.02372,1
0,-0.02506,0.02364,1
0,-0.02509,0.02357,1
0,-0.02512,0.02349,1
0,-0.02515,0.02342,1
0,-0.02517,0.02334,1
0,-0.0252,0.02326,1
0,-0.02522,0.02318,1
0,-0.02525,0.0231,1
0,-0.02527,0.02301,1
0,-0.02529,0.02293,1
0,-0.02531,0.02284,1
0,-0.02533,0.02275,1
0,-0.02535,0.02267,1
0,-0.02537,0.02257,1
0,-0.02538,0.02248,1
0,-0.0254,0.02239,1
0,-0.02542,0.02229,1
0,-0.02543,0.0222,1
0,-0.02545,0.0221,1
0,-0.02546,0.022,1
0,-0.02548,0.0219,1
0,-0.02549,0.02179,1
0,-0.0255,0.02169,1
0,-0.02552,0.02158,1
0,-0.02553,0.02148,1
0,-0.02554,0.02137,1
0,-0.02555,0.02126,1
0,-0.02556,0.02114,1
0,-0.02558,0.02103,1
0,-0.02559,0.02092,1
0,-0.0256,0.0208,1
0,-0.02561,0.02068,1
0,-0.02561,0.02056,1
0,-0.02562,0.02044,1
0,-0.02563,0.02032,1
0,-0.02564,0.02019,1
0,-0.02565,0.02007,1
0,-0.02566,0.01994,1
0,-0.02566,0.01981,1
0,-0.02567,0.01968,1
0,-0.02568,0.01955,1
0,-0.02569,0.01942,1
0,-0.02569,0.01928,1
0,-0.0257,0.01914,1
0,-0.02571,0.019,1
0,-0.02571,0.01887,1
0,-0.02572,0.01872,1
0,-0.02572,0.01858,1
0,-0.02573,0.01844,1
0,-0.02574,0.01829,1
0,-0.02574,0.01814,1
0,-0.02575,0.01799,1
0,-0.02575,0.01784,1
0,-0.02576,0.01769,1
0,-0.02576,0.01754,1
0,-0.02576,0.01738,1
0,-0.02577,0.01723,1
0,-0.02577,0.01707,1
0,-0.02578,0.01691,1
0,-0.02578,0.01675,1
0,-0.02579,0.01658,1
0,-0.02579,0.01642,1
0,-0.02579,0.01625,1
0,-0.0258,0.01609,1
0,-0.0258,0.01592,1
0,-0.0258,0.01575,1
0,-0.02581,0.01558,1
0,-0.02581,0.0154,1
0,-0.02581,0.01523,1
0,-0.02582,0.01505,1
0,-0.02582,0.01488,1
0,-0.02582,0.0147,1
0,-0.02582,0.01452,1
0,-0.02583,0.01434,1
0,-0.02583,0.01415,1
0,-0.02583,0.01397,1
0,-0.02583,0.01379,1
0,-0.02584,0.0136,1
0,-0.02584,0.01341,1
0,-0.02584,0.01322,1
0,-0.02584,0.01303,1
0,-0.02585,0.01284,1
0,-0.02585,0.01265,1
0,-0.02585,0.01245,1
0,-0.02585,0.01226,1
0,-0.02585,0.01206,1
0,-0.02586,0.01186,1
0,-0.02586,0.01166,1
0,-0.02586,0.01146,1
0,-0.02586,0.01126,1
0,-0.02586,0.01106,1
0,-0.02586,0.01085,1
0,-0.02587,0.01065,1
0,-0.02587,0.01044,1
0,-0.02587,0.01023,1
0,-0.02587,0.01002,1
0,-0.02587,0.00981,1
0,-0.02587,0.0096,1
0,-0.02587,0.00939,1
0,-0.02587,0.00918,1
0,-0.02588,0.00897,1
0,-0.02588,0.00875,1
0,-0.02588,0.00854,1
0,-0.02588,0.00832,1
0,-0.02588,0.0081,1
0,-0.02588,0.00789,1
0,-0.02588,0.00767,1
0,-0.02588,0.00745,1
0,-0.02588,0.00723,1
0,-0.02589,0.007,1
0,-0.02589,0.00678,1
0,-0.02589,0.00656,1
0,-0.02589,0.00634,1
0,-0.02589,0.00611,1
0,-0.02589,0.00589,1
0,-0.02589,0.00566,1
0,-0.02589,0.00543,1
0,-0.02589,0.00521,1
0,-0.02589,0.00498,1
0,-0.02589,0.00475,1
0,-0.02589,0.00452,1
0,-0.02589,0.00429,1
0,-0.02589,0.00407,1
0,-0.02589,0.00384,1
0,-0.02589,0.0036,1
0,-0.02589,0.00337,1
0,-0.0259,0.00314,1
0,-0.0259,0.00291,1
0,-0.0259,0.00268,1
0,-0.0259,0.00245,1
0,-0.0259,0.00221,1
0,-0.0259,0.00198,1
0,-0.0259,0.00175,1
0,-0.0259,0.00152,1
0,-0.0259,0.00128,1
0,-0.0259,0.00105,1
0,-0.0259,0.00082,1
0,-0.0259,0.00058,1
0,-0.0259,0.00035,1
0,-0.0259,0.00011,1
0,-0.0259,-0.00012,1
0,-0.0259,-0.00035,1
0,-0.0259,-0.00059,1
0,-0.0259,-0.00082,1
0,-0.0259,-0.00105,1
0,-0.0259,-0.00129,1
0,-0.0259,-0.00152,1
0,-0.0259,-0.00175,1
0,-0.0259,-0.00199,1
0,-0.0259,-0.00222,1
0,-0.0259,-0.00245,1
0,-0.0259,-0.00268,1
0,-0.0259,-0.00292,1
0,-0.0259,-0.00315,1
0,-0.02589,-0.00338,1
0,-0.02589,-0.00361,1
0,-0.02589,-0.00384,1
0,-0.02589,-0.00407,1
0,-0.02589,-0.0043,1
0,-0.02589,-0.00453,1
0,-0.02589,-0.00476,1
0,-0.02589,-0.00498,1
0,-0.02589,-0.00521,1
0,-0.02589,-0.00544,1
0,-0.02589,-0.00566,1
0,-0.02589,-0.00589,1
0,-0.02589,-0.00612,1
0,-0.02589,-0.00634,1
0,-0.02589,-0.00656,1
0,-0.02589,-0.00679,1
0,-0.02589,-0.00701,1
0,-0.02588,-0.00723,1
0,-0.02588,-0.00745,1
0,-0.02588,-0.00767,1
0,-0.02588,-0.00789,1
0,-0.02588,-0.00811,1
0,-0.02588,-0.00832,1
0,-0.02588,-0.00854,1
0,-0.02588,-0.00875,1
0,-0.02588,-0.00897,1
0,-0.02587,-0.00918,1
0,-0.02587,-0.0094,1
0,-0.02587,-0.00961,1
0,-0.02587,-0.00982,1
0,-0.02587,-0.01003,1
0,-0.02587,-0.01023,1
0,-0.02587,-0.01044,1
0,-0.02587,-0.01065,1
0,-0.02586,-0.01085,1
0,-0.02586,-0.01106,1
0,-0.02586,-0.01126,1
0,-0.02586,-0.01146,1
0,-0.02586,-0.01166,1
0,-0.02586,-0.01186,1
0,-0.02585,-0.01206,1
0,-0.02585,-0.01226,1
0,-0.02585,-0.01245,1
0,-0.02585,-0.01265,1
0,-0.02585,-0.01284,1
0,-0.02584,-0.01303,1
0,-0.02584,-0.01322,1
0,-0.02584,-0.01341,1
0,-0.02584,-0.0136,1
0,-0.02583,-0.01379,1
0,-0.02583,-0.01397,1
0,-0.02583,-0.01415,1
0,-0.02583,-0.01434,1
0,-0.02582,-0.01452,1
0,-0.02582,-0.0147,1
0,-0.02582,-0.01488,1
0,-0.02582,-0.01505,1
0,-0.02581,-0.01523,1
0,-0.02581,-0.0154,1
0,-0.02581,-0.01558,1
0,-0.0258,-0.01575,1
0,-0.0258,-0.01592,1
0,-0.0258,-0.01609,1
0,-0.02579,-0.01625,1
0,-0.02579,-0.01642,1
0,-0.02579,-0.01658,1
0,-0.02578,-0.01674,1
0,-0.02578,-0.01691,1
0,-0.02577,-0.01707,1
0,-0.02577,-0.01722,1
0,-0.02576,-0.01738,1
0,-0.02576,-0.01753,1
0,-0.02576,-0.01769,1
0,-0.02575,-0.01784,1
0,-0.02575,-0.01799,1
0,-0.02574,-0.01814,1
0,-0.02574,-0.01829,1
0,-0.02573,-0.01843,1
0,-0.02572,-0.01858,1
0,-0.02572,-0.01872,1
0,-0.02571,-0.01886,1
0,-0.02571,-0.019,1
0,-0.0257,-0.01914,1
0,-0.02569,-0.01928,1
0,-0.02569,-0.01941,1
0,-0.02568,-0.01954,1
0,-0.02567,-0.01968,1
0,-0.02566,-0.01981,1
0,-0.02566,-0.01994,1
0,-0.02565,-0.02006,1
0,-0.02564,-0.02019,1
0,-0.02563,-0.02031,1
0,-0.02562,-0.02044,1
0,-0.02561,-0.02056,1
0,-0.02561,-0.02068,1
0,-0.0256,-0.02079,1
0,-0.02559,-0.02091,1
0,-0.02558,-0.02103,1
0,-0.02556,-0.02114,1
0,-0.02555,-0.02125,1
0,-0.02554,-0.02136,1
0,-0.02553,-0.02147,1
0,-0.02552,-0.02158,1
0,-0.02551,-0.02168,1
0,-0.02549,-0.02179,1
0,-0.02548,-0.02189,1
0,-0.02546,-0.02199,1
0,-0.02545,-0.02209,1
0,-0.02543,-0.02219,1
0,-0.02542,-0.02229,1
0,-0.0254,-0.02238,1
0,-0.02539,-0.02248,1
0,-0.02537,-0.02257,1
0,-0.02535,-0.02266,1
0,-0.02533,-0.02275,1
0,-0.02531,-0.02284,1
0,-0.02529,-0.02292,1
0,-0.02527,-0.02301,1
0,-0.02525,-0.02309,1
0,-0.02523,-0.02317,1
0,-0.0252,-0.02325,1
0,-0.02518,-0.02333,1
0,-0.02515,-0.02341,1
0,-0.02512,-0.02349,1
0,-0.0251,-0.02356,1
0,-0.02507,-0.02364,1
0,-0.02504,-0.02371,1
0,-0.02501,-0.02378,1
0,-0.02497,-0.02385,1
0,-0.02494,-0.02392,1
0,-0.0249,-0.02398,1
0,-0.02487,-0.02405,1
0,-0.02483,-0.02411,1
0,-0.02479,-0.02418,1
0,-0.02475,-0.02424,1
0,-0.0247,-0.0243,1
0,-0.02466,-0.02436,1
0,-0.02461,-0.02442,1
0,-0.02456,-0.02447,1
0,-0.02451,-0.02453,1
0,-0.02446,-0.02458,1
0,-0.0244,-0.02463,1
0,-0.02434,-0.02468,1
0,-0.02428,-0.02473,1
0,-0.02422,-0.02478,1
0,-0.02415,-0.02483,1
0,-0.02408,-0.02487,1
0,-0.02401,-0.02492,1
0,-0.02393,-0.02496,1
0,-0.02385,-0.025,1
0,-0.02377,-0.02504,1
0,-0.02368,-0.02508,1
0,-0.02359,-0.02511,1
0,-0.0235,-0.02515,1
0,-0.0234,-0.02518,1
0,-0.0233,-0.02521,1
0,-0.02319,-0.02524,1
0,-0.02308,-0.02527,1
0,-0.02296,-0.0253,1
0,-0.02284,-0.02532,1
0,-0.02271,-0.02534,1
0,-0.02257,-0.02536,1
0,-0.02243,-0.02537,1
0,-0.02229,-0.02539,1
0,-0.02213,-0.02539,1
0,-0.02197,-0.02539,1
0,-0.0218,-0.02538,1
0,-0.02164,-0.02538,1
0,-0.0215,-0.02539,1
0,-0.02135,-0.02542,1
0,-0.0212,-0.02544,1
0,-0.02104,-0.02548,1
0,-0.02087,-0.02551,1
0,-0.0207,-0.02555,1
0,-0.02052,-0.02559,1
0,-0.02034,-0.02563,1
0,-0.02015,-0.02567,1
0,-0.01996,-0.0257,1
0,-0.01976,-0.02574,1
0,-0.01956,-0.02578,1
0,-0.01935,-0.02581,1
0,-0.01913,-0.02585,1
0,-0.01891,-0.02588,1
0,-0.01868,-0.02591,1
0,-0.01845,-0.02594,1
0,-0.01821,-0.02597,1
0,-0.01796,-0.026,1
0,-0.01771,-0.02602,1
0,-0.01746,-0.02605,1
0,-0.0172,-0.02607,1
0,-0.01693,-0.02609,1
0,-0.01666,-0.02611,1
0,-0.01638,-0.02613,1
0,-0.0161,-0.02615,1
0,-0.01581,-0.02617,1
0,-0.01551,-0.02619,1
0,-0.01521,-0.0262,1
0,-0.0149,-0.02622,1
0,-0.01459,-0.02623,1
0,-0.01428,-0.02624,1
0,-0.01395,-0.02626,1
0,-0.01362,-0.02627,1
0,-0.01329,-0.02628,1
0,-0.01295,-0.02629,1
0,-0.01261,-0.0263,1
0,-0.01225,-0.02631,1
0,-0.0119,-0.02632,1
0,-0.01154,-0.02633,1
0,-0.01117,-0.02634,1
0,-0.0108,-0.02634,1
0,-0.01042,-0.02635,1
0,-0.01003,-0.02636,1
0,-0.00964,-0.02636,1
0,-0.00925,-0.02637,1
0,-0.00885,-0.02637,1
